sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.stool.human.B.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	stool	not applicable	human feces	human.feces.B	stool.human.B.3	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	33	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	F1	5.874	24.29	0.008	0.005	0.625	1.667	0.003	0.048	0.043	0.041	0.039	0.056	0.048	0.044	0.039	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.G.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	stool	not applicable	human feces	human.feces.G	stool.human.G.1	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	25	years	UBERON:feces	24.2	UBERON:feces	UBERON:feces	human	165	cm	adult	Homo sapiens	human.G	9606	66	kg	female	32.5	-117.25	UCSDMI	TRUE	True	G1	14.415	56.03	0.019	0.013	0.684	1.625	0.008	0.048	0.043	0.041	0.039	0.072	0.061	0.054	0.044	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.G.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	stool	not applicable	human feces	human.feces.G	stool.human.G.2	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	25	years	UBERON:feces	24.2	UBERON:feces	UBERON:feces	human	165	cm	adult	Homo sapiens	human.G	9606	66	kg	female	32.5	-117.25	UCSDMI	TRUE	True	A2	9.815	35.4	0.02	0.009	0.45	1.5	0.006	0.048	0.043	0.041	0.039	0.073	0.057	0.052	0.044	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.G.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	stool	not applicable	human feces	human.feces.G	stool.human.G.3	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	25	years	UBERON:feces	24.2	UBERON:feces	UBERON:feces	human	165	cm	adult	Homo sapiens	human.G	9606	66	kg	female	32.5	-117.25	UCSDMI	TRUE	True	B2	11.908	24.56	0.015	0.011	0.733	1.833	0.006	0.048	0.043	0.041	0.039	0.064	0.055	0.048	0.04	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.H.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	stool	not applicable	human feces	human.feces.H	stool.human.H.1	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	57	years	UBERON:feces	33.1	UBERON:feces	UBERON:feces	human	163	cm	adult	Homo sapiens	human.H	9606	88	kg	female	32.5	-117.25	UCSDMI	TRUE	True	C2	2.702	41.16	0.003	0.002	0.667	2	0.001	0.048	0.043	0.041	0.039	0.051	0.045	0.042	0.039	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.H.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	stool	not applicable	human feces	human.feces.H	stool.human.H.2	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	57	years	UBERON:feces	33.1	UBERON:feces	UBERON:feces	human	163	cm	adult	Homo sapiens	human.H	9606	88	kg	female	32.5	-117.25	UCSDMI	TRUE	True	D2	5.78	33.72	0.006	0.005	0.833	1.667	0.003	0.048	0.043	0.041	0.039	0.055	0.049	0.045	0.04	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.H.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	stool	not applicable	human feces	human.feces.H	stool.human.H.3	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	57	years	UBERON:feces	33.1	UBERON:feces	UBERON:feces	human	163	cm	adult	Homo sapiens	human.H	9606	88	kg	female	32.5	-117.25	UCSDMI	TRUE	True	E2	3.736	39.72	0.004	0.003	0.75	1.5	0.002	0.048	0.043	0.041	0.039	0.054	0.048	0.045	0.041	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.I.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	stool	not applicable	human feces	human.feces.I	stool.human.I.1	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	34	years	UBERON:feces	22.8	UBERON:feces	UBERON:feces	human	180	cm	adult	Homo sapiens	human.I	9606	74	kg	male	32.5	-117.25	UCSDMI	TRUE	True	F2	4.801	37.66	0.007	0.004	0.571	2	0.002	0.048	0.043	0.041	0.039	0.056	0.048	0.044	0.04	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.I.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	stool	not applicable	human feces	human.feces.I	stool.human.I.2	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	34	years	UBERON:feces	22.8	UBERON:feces	UBERON:feces	human	180	cm	adult	Homo sapiens	human.I	9606	74	kg	male	32.5	-117.25	UCSDMI	TRUE	True	G2	5.979	52.03	0.006	0.005	0.833	1.667	0.003	0.048	0.043	0.041	0.039	0.055	0.049	0.045	0.04	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.I.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	stool	not applicable	human feces	human.feces.I	stool.human.I.3	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	34	years	UBERON:feces	22.8	UBERON:feces	UBERON:feces	human	180	cm	adult	Homo sapiens	human.I	9606	74	kg	male	32.5	-117.25	UCSDMI	TRUE	True	H2	-0.395	31.75	0.004	-0.001	-0.25		0	0.048	0.043	0.041	0.039	0.069	0.059	0.058	0.056	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.mouse.J.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	stool	not applicable	mouse feces	mouse.feces.J	stool.mouse.J.1	1/15/19	Single fecal pellet	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	not provided	days	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse.J	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	A3	1.657	4.68	0.007	0.001	0.143	1	0.001	0.048	0.043	0.041	0.039	0.057	0.046	0.044	0.041	12201	mouse gut metagenome	410661	Knight sample set for testing
12201.stool.mouse.J.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	stool	not applicable	mouse feces	mouse.feces.J	stool.mouse.J.2	1/15/19	Single fecal pellet	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	not provided	days	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse.J	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	B3	5.763	56.16	0.009	0.005	0.556	1.667	0.003	0.048	0.043	0.041	0.039	0.057	0.048	0.044	0.039	12201	mouse gut metagenome	410661	Knight sample set for testing
12201.stool.mouse.J.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	stool	not applicable	mouse feces	mouse.feces.J	stool.mouse.J.3	1/15/19	Single fecal pellet	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	not provided	days	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse.J	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	C3	4.747	43.07	0.006	0.004	0.667	2	0.002	0.048	0.043	0.041	0.039	0.056	0.049	0.045	0.041	12201	mouse gut metagenome	410661	Knight sample set for testing
12201.stool.mouse.K.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	7	not applicable	stool	not applicable	mouse feces	mouse.feces.K	stool.mouse.K.1	1/15/19	Single fecal pellet	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	not provided	days	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse.K	10090	not provided	not provided	male	32.5	-117.25	UCSDMI	TRUE	True	D3	19.126	30.94	0.03	0.018	0.6	1.636	0.011	0.048	0.043	0.041	0.039	0.081	0.064	0.055	0.042	12201	mouse gut metagenome	410661	Knight sample set for testing
12201.stool.mouse.K.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	7	not applicable	stool	not applicable	mouse feces	mouse.feces.K	stool.mouse.K.2	1/15/19	Single fecal pellet	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	not provided	days	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse.K	10090	not provided	not provided	male	32.5	-117.25	UCSDMI	TRUE	True	E3	30.598	6.28	0.052	0.029	0.558	1.611	0.018	0.048	0.043	0.041	0.039	0.106	0.078	0.065	0.045	12201	mouse gut metagenome	410661	Knight sample set for testing
12201.stool.mouse.K.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	7	not applicable	stool	not applicable	mouse feces	mouse.feces.K	stool.mouse.K.3	1/15/19	Single fecal pellet	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	not provided	days	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse.K	10090	not provided	not provided	male	32.5	-117.25	UCSDMI	TRUE	True	F3	53.911	7.56	0.09	0.051	0.567	1.594	0.032	0.048	0.043	0.041	0.039	0.145	0.101	0.08	0.046	12201	mouse gut metagenome	410661	Knight sample set for testing
12201.tissue.mouse.O.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	tissue	not applicable	mouse jejunum tissue	mouse.tissue.O	tissue.mouse.O.1	1/3/19	12-week old CD-1 female mouse mock-infected ~1.5 inches of the middle small intestine (~200-250mg) was removed and any particles inside were squeezed out lengthwise then the tissue was added to a 2mL epi containing sterile 1mM silicone beads and shaken at 6000 RPM for 5 min to homgenize. The supernatant of 3 tubes was pooled and the liquid was swabbed for extraction	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	not applicable	USA:CA:San Diego	84	days	UBERON:gastrointestinal system	not applicable	UBERON:tissue	UBERON:small intestine	mouse	not applicable	not applicable	adult	Mus musculus	mouse.O	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	F9	2.741	3.06	0.005	0.002	0.4	2	0.001	0.048	0.043	0.041	0.039	0.053	0.045	0.042	0.039	12201	mouse metagenome	1441287	Knight sample set for testing
12201.tissue.mouse.O.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	tissue	not applicable	mouse jejunum tissue	mouse.tissue.O	tissue.mouse.O.2	1/3/19	12-week old CD-1 female mouse mock-infected ~1.5 inches of the middle small intestine (~200-250mg) was removed and any particles inside were squeezed out lengthwise then the tissue was added to a 2mL epi containing sterile 1mM silicone beads and shaken at 6000 RPM for 5 min to homgenize. The supernatant of 3 tubes was pooled and the liquid was swabbed for extraction	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	not applicable	USA:CA:San Diego	84	days	UBERON:gastrointestinal system	not applicable	UBERON:tissue	UBERON:small intestine	mouse	not applicable	not applicable	adult	Mus musculus	mouse.O	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	G9	4.893	3.75	0.008	0.004	0.5	1.333	0.003	0.048	0.043	0.041	0.039	0.059	0.05	0.047	0.042	12201	mouse metagenome	1441287	Knight sample set for testing
12201.tissue.mouse.O.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	tissue	not applicable	mouse jejunum tissue	mouse.tissue.O	tissue.mouse.O.3	1/3/19	12-week old CD-1 female mouse mock-infected ~1.5 inches of the middle small intestine (~200-250mg) was removed and any particles inside were squeezed out lengthwise then the tissue was added to a 2mL epi containing sterile 1mM silicone beads and shaken at 6000 RPM for 5 min to homgenize. The supernatant of 3 tubes was pooled and the liquid was swabbed for extraction	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	not applicable	USA:CA:San Diego	84	days	UBERON:gastrointestinal system	not applicable	UBERON:tissue	UBERON:small intestine	mouse	not applicable	not applicable	adult	Mus musculus	mouse.O	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	H9	3.875	4.5	0.005	0.003	0.6	1	0.003	0.048	0.043	0.041	0.039	0.056	0.049	0.047	0.042	12201	mouse metagenome	1441287	Knight sample set for testing
12201.tissue.mouse.P.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	tissue	not applicable	mouse jejunum tissue	mouse.tissue.P	tissue.mouse.P.1	1/3/19	12-week old CD1 female mouse infected with Streptococcus B into the bladder up the urethra for 24 hours (should not be systemic don't expect it in the intestine) ~1.5 inches of the middle small intestine was then the tissue was added to a 2mL epi containing sterile 1mM silicone beads and shaken at 6000 RPM for 5 min to homgenize. The supernatant of 3 tubes was pooled and the liquid was swabbed for extraction removed and any particles inside were squeezed out lengthwise	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	not applicable	USA:CA:San Diego	84	days	UBERON:gastrointestinal system	not applicable	UBERON:tissue	UBERON:small intestine	mouse	not applicable	not applicable	adult	Mus musculus	mouse.P	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	A10	1.657	2.66	0.006	0.001	0.167	1	0.001	0.048	0.043	0.041	0.039	0.056	0.046	0.044	0.041	12201	mouse metagenome	1441287	Knight sample set for testing
12201.tissue.mouse.P.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	tissue	not applicable	mouse jejunum tissue	mouse.tissue.P	tissue.mouse.P.2	1/3/19	12-week old CD1 female mouse infected with Streptococcus B into the bladder up the urethra for 24 hours (should not be systemic don't expect it in the intestine) ~1.5 inches of the middle small intestine was then the tissue was added to a 2mL epi containing sterile 1mM silicone beads and shaken at 6000 RPM for 5 min to homgenize. The supernatant of 3 tubes was pooled and the liquid was swabbed for extraction removed and any particles inside were squeezed out lengthwise	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	not applicable	USA:CA:San Diego	84	days	UBERON:gastrointestinal system	not applicable	UBERON:tissue	UBERON:small intestine	mouse	not applicable	not applicable	adult	Mus musculus	mouse.P	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	B10	6.787	4.91	0.007	0.006	0.857	2	0.003	0.048	0.043	0.041	0.039	0.054	0.048	0.043	0.038	12201	mouse metagenome	1441287	Knight sample set for testing
12201.tissue.mouse.P.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	tissue	not applicable	mouse jejunum tissue	mouse.tissue.P	tissue.mouse.P.3	1/3/19	12-week old CD1 female mouse infected with Streptococcus B into the bladder up the urethra for 24 hours (should not be systemic don't expect it in the intestine) ~1.5 inches of the middle small intestine was then the tissue was added to a 2mL epi containing sterile 1mM silicone beads and shaken at 6000 RPM for 5 min to homgenize. The supernatant of 3 tubes was pooled and the liquid was swabbed for extraction removed and any particles inside were squeezed out lengthwise	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	not applicable	USA:CA:San Diego	84	days	UBERON:gastrointestinal system	not applicable	UBERON:tissue	UBERON:small intestine	mouse	not applicable	not applicable	adult	Mus musculus	mouse.P	10090	not provided	not provided	female	32.5	-117.25	UCSDMI	TRUE	True	C10	4.76	2.78	0.004	0.004	1	2	0.002	0.048	0.043	0.041	0.039	0.052	0.047	0.043	0.039	12201	mouse metagenome	1441287	Knight sample set for testing
12201.uriF.D.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	urine	not applicable	human female urine	human.urine.D	urine.human.female.D.1	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	31	years	UBERON:urine	19.8	UBERON:urine	UBERON:urine	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	True	C4	1.672	4.48	0.001	0.001	1	1	0.001	0.048	0.043	0.041	0.039	0.048	0.043	0.041	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.D.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	urine	not applicable	human female urine	human.urine.D	urine.human.female.D.2	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	31	years	UBERON:urine	19.8	UBERON:urine	UBERON:urine	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	True	D4	1.67	5.23	0.002	0.001	0.5	1	0.001	0.048	0.043	0.041	0.039	0.05	0.044	0.042	0.039	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.D.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	urine	not applicable	human female urine	human.urine.D	urine.human.female.D.3	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	31	years	UBERON:urine	19.8	UBERON:urine	UBERON:urine	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	True	E4	1.675	2.73	0.003	0.001	0.333	1	0.001	0.048	0.043	0.041	0.039	0.05	0.043	0.041	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.E.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	urine	not applicable	human female urine	human.urine.E	urine.human.female.E.1	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	22	years	UBERON:urine	20.2	UBERON:urine	UBERON:urine	human	168	cm	adult	Homo sapiens	human.E	9606	57	kg	female	32.5	-117.25	UCSDMI	TRUE	True	F4	1.687	5.99	0.004	0.001	0.25		0	0.048	0.043	0.041	0.039	0.051	0.043	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.E.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	urine	not applicable	human female urine	human.urine.E	urine.human.female.E.2	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	22	years	UBERON:urine	20.2	UBERON:urine	UBERON:urine	human	168	cm	adult	Homo sapiens	human.E	9606	57	kg	female	32.5	-117.25	UCSDMI	TRUE	True	G4	1.727	6.71	0.004	0.001	0.25	1	0.001	0.048	0.043	0.041	0.039	0.051	0.043	0.041	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.E.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	urine	not applicable	human female urine	human.urine.E	urine.human.female.E.3	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	22	years	UBERON:urine	20.2	UBERON:urine	UBERON:urine	human	168	cm	adult	Homo sapiens	human.E	9606	57	kg	female	32.5	-117.25	UCSDMI	TRUE	True	H4	2.765	6.99	0.004	0.002	0.5	2	0.001	0.048	0.043	0.041	0.039	0.051	0.044	0.041	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.F.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	urine	not applicable	human female urine	human.urine.F	urine.human.female.F.1	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	27	years	UBERON:urine	18.7	UBERON:urine	UBERON:urine	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	True	A5	-0.382	6.71	0.002	-0.001	-0.5	1	-0.001	0.048	0.043	0.041	0.039	0.051	0.043	0.041	0.04	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.F.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	urine	not applicable	human female urine	human.urine.F	urine.human.female.F.2	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	27	years	UBERON:urine	18.7	UBERON:urine	UBERON:urine	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	True	B5	0.64	6.21	0.002	6.94E-18	0		0	0.048	0.043	0.041	0.039	0.049	0.042	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriF.F.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	urine	not applicable	human female urine	human.urine.F	urine.human.female.F.3	1/15/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	27	years	UBERON:urine	18.7	UBERON:urine	UBERON:urine	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	True	C5	1.668	5.75	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.049	0.044	0.041	0.039	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.A.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	urine	not applicable	human male urine	human.urine.A	urine.human.male.A.1	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	31	years	UBERON:urine	20.5	UBERON:urine	UBERON:urine	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	D5	0.642	4.81	0	6.94E-18			0	0.048	0.043	0.041	0.039	0.047	0.042	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.A.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	urine	not applicable	human male urine	human.urine.A	urine.human.male.A.2	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	31	years	UBERON:urine	20.5	UBERON:urine	UBERON:urine	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	E5	0.646	4.94	0	0			0	0.048	0.043	0.041	0.039	0.048	0.043	0.041	0.039	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.A.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	urine	not applicable	human male urine	human.urine.A	urine.human.male.A.3		200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	31	years	UBERON:urine	20.5	UBERON:urine	UBERON:urine	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	F5	1.697	4.51	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.048	0.043	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
